name,cuisine,overall_rating,locality,address,suburb,latitude,longitude,average_for_one,feature
Trattoria Emilia,Italian,3.9,CBD,"360 Little Collins Street, CBD, Melbourne",CBD,-37.81542102,144.9627616,$60.00 ,Italian
SPQR Pizzeria,"Italian, Pizza",4.2,CBD,"26 Liverpool Street, CBD, Melbourne",CBD,-37.81106652,144.9713615,$40.00 ,Italian
Pink. The Restaurant,Italian,2.1,CBD,"Level 1, 157 Swanston Street, CBD, Melbourne",CBD,-37.81406967,144.9657835,$60.00 ,Italian
Thirty Eight Chairs,Italian,4.4,South Yarra,"4A Bond Street, South Yarra, Melbourne",South Yarra,-37.84110314,144.9947855,$60.00 ,Italian
48H Pizza & Gnocchi Bar,"Italian, Pizza",4.3,South Yarra,"373 Malvern Road, South Yarra, Melbourne",South Yarra,-37.8474635,144.9990945,$40.00 ,Italian
Criniti's,Italian,2.4,Carlton,"198-204 Faraday Street, Carlton, Melbourne",Carlton,-37.79862907,144.9678783,$70.00 ,Italian
Arlechin,Italian,4.1,CBD,"Mornane Place, CBD",CBD,-37.8116074,144.9707751,$25.00 ,Italian
Becco,Italian,4.3,CBD,"11-25 Crossley Street, CBD, Melbourne",CBD,-37.81131709,144.971048,$65.00 ,Italian
Caffe e Cucina,Italian,4.4,South Yarra,"581 Chapel Street, South Yarra, Melbourne",South Yarra,-37.84021641,144.9953535,$65.00 ,Italian
The Carlton Wine Room,"European, Italian",4.4,Carlton,"172-174 Faraday Street, Carlton, Melbourne",Carlton,-37.79867887,144.9685995,$70.00 ,Italian
Ciao Cielo,"Italian, European",4.5,Port Melbourne,"115 Bay Street, Port Melbourne, Melbourne",Port Melbourne,-37.84040016,144.9404544,$70.00 ,Italian
Mercadante Woodfired Pizzeria,"Italian, Pizza",4.2,Carlton,"123 Lygon Street, Carlton, Melbourne",Carlton,-37.80412023,144.9662126,$50.00 ,Italian
Donnini's,"Italian, Pizza",4.4,Carlton,"320 Lygon Street, Carlton, Melbourne",Carlton,-37.79950173,144.9672761,$60.00 ,Italian
Il Gambero,"Italian, Pizza, Seafood",4.2,Carlton,"166 Lygon Street, Carlton, Melbourne",Carlton,-37.80329107,144.9666642,$60.00 ,Italian
Caffe E Torta,"Italian, Coffee and Tea, Cafe Food",4,CBD,"314 Little Collins Street, CBD, Melbourne",CBD,-37.81501419,144.9642965,$25.00 ,Italian
Cafe Andiamo,"Italian, Pizza",3.9,CBD,"36-38 Degraves Street, CBD, Melbourne",CBD,-37.81709044,144.9657248,$50.00 ,Italian
Il Nostro Posto,"Italian, Pizza",3.5,CBD,"60 Hardware Lane, CBD, Melbourne",CBD,-37.81336379,144.9611573,$45.00 ,Italian
Grill Steak Seafood,"Italian, Seafood, Steak",0,CBD,"66 Hardware Lane, CBD, Melbourne",CBD,-37.81311216,144.9610413,$50.00 ,Italian
Eliana Lulu,"Italian, Pizza, Cafe Food",4,CBD,"9 Centre Place, CBD, Melbourne",CBD,-37.8167117,144.9655397,$30.00 ,Italian
Pretty Boy Italian Steakhouse & Floyd's Bar,"Steak, Italian",4,"Novotel, Melbourne","The Novotel, Level 1/399, Little Lonsdale Street, CBD, Melbourne","Novotel, Melbourne",-37.81208603,144.9601887,$72.50 ,Italian
Il Cantuccio,Italian,4.4,Carlton,"209 Lygon Street, Carlton, Melbourne",Carlton,-37.80046286,144.9668594,$55.00 ,Italian
Trinket,"Italian, Bar Food",3.8,CBD,"87 Flinders Lane, CBD, Melbourne",CBD,-37.81524647,144.9713259,$65.00 ,Italian
Criniti's,Italian,2.3,"Freshwater Place, Southbank","645 Freshwater Place, Southbank, Melbourne","Freshwater Place, Southbank",-37.82134051,144.9624267,$60.00 ,Italian
Scugnizzo,Italian,4.1,CBD,"558 Little Bourke St, CBD",CBD,-37.81507458,144.9558492,$60.00 ,Italian
Merchant Osteria Veneta,Italian,4.2,"Intercontinental Melbourne, The Rialto","Intercontinental Melbourne - The Rialto, 495 Collins Street, CBD, Melbourne","Intercontinental Melbourne, The Rialto",-37.81867269,144.9579779,$62.50 ,Italian
Fratellino Pizzeria,"Pizza, Italian",4.5,South Yarra,"415 Malvern Road, South Yarra, Melbourne",South Yarra,-37.84766232,145.0005171,$40.00 ,Italian
Pacinos Italian Family Restaurant,"Italian, Pizza, Steak",4.4,"Showgrounds Village, Flemington","Showgrounds Village, Shop 28, 300-320 Epsom Road, Flemington, Melbourne","Showgrounds Village, Flemington",-37.7826574,144.9164821,$35.00 ,Italian
Cafe Cavallino,"Italian, Mediterranean, Pizza",3.9,Carlton,"181 Lygon Street, Carlton, Melbourne",Carlton,-37.80139086,144.9666676,$40.00 ,Italian
Rosa's Canteen,Italian,4,The Court,"The Court, Level 1, Corner of Little Bourke & Thomson Street, Little Bourke Street, CBD, Melbourne",The Court,-37.814699,144.9587601,$72.50 ,Italian
Mezzo,Italian,4,CBD,"35 Little Bourke Street, CBD, Melbourne",CBD,-37.81066919,144.9717417,$55.00 ,Italian
Seasons Provedore,Italian,4.1,Carlton,"199 Lygon Street, Carlton, Melbourne",Carlton,-37.80098501,144.9667581,$37.50 ,Italian
Sosta Cucina,"Italian, Mediterranean, European",4.4,North Melbourne,"12, Errol Street, North Melbourne, Melbourne",North Melbourne,-37.80481216,144.9494716,$50.00 ,Italian
Trotters Bistro,"Italian, Cafe Food",4.2,Carlton,"398-400 Lygon Street, Carlton, Melbourne",Carlton,-37.7976136,144.9676402,$40.00 ,Italian
Gemma Simply Italian,"Italian, Pizza",4.3,Carlton,"183 Elgin Street, Carlton, Melbourne",Carlton,-37.7973757,144.9684405,$40.00 ,Italian
Etto Pasta Bar,"Italian, Pizza",3.2,CBD,"St James Place, Shop 6, 555 Bourke Street, CBD, Melbourne",CBD,-37.81638486,144.9579471,$25.00 ,Italian
Da Noi,"Italian, Mediterranean",4.6,South Yarra,"95 Toorak Road, South Yarra, Melbourne",South Yarra,-37.83864998,144.9896585,$60.00 ,Italian
Emporio Pizza and Pasta,"Italian, Pizza",3.9,"Crown Melbourne, Southbank","Crown Melbourne, Ground Level, 8 Whiteman Street, Southbank, Melbourne","Crown Melbourne, Southbank",-37.82445315,144.9573989,$45.00 ,Italian
SUD Food And Wine,Italian,4.3,CBD,"219 King Street, CBD, Melbourne",CBD,-37.81509232,144.9549571,$500.00 ,Italian
Amiconi,"Italian, Mediterranean",4.3,West Melbourne,"359 Victoria Street, West Melbourne, Melbourne",West Melbourne,-37.80531786,144.9495983,$55.00 ,Italian
A25 Pizzeria - South Yarra,"Italian, Pizza",4.3,South Yarra,"720 Chapel Street, South Yarra, Melbourne",South Yarra,-37.83661299,144.9964089,$40.00 ,Italian
Cucinetta,Italian,4.2,South Yarra,"Shop 4, 3 Murphy Street, South Yarra, Melbourne",South Yarra,-37.83835475,144.9902134,$40.00 ,Italian
Denmark House,"Danish, European",4.2,CBD,"Level 3, 428 Little Bourke Street, CBD",CBD,-37.8140702,144.959785,$70.00 ,European
State of Grace,European,4.1,CBD,"27 King Street, CBD, Melbourne",CBD,-37.81973713,144.9570884,$100.00 ,European
Cumulus Up,"European, Contemporary",4.4,CBD,"Level 1, 45 Flinders Lane, CBD, Melbourne",CBD,-37.81490215,144.9732521,$60.00 ,European
Collins Quarter,"European, Modern Australian",4.2,CBD,"86 Collins Street, CBD, Melbourne",CBD,-37.81416131,144.970713,$50.00 ,European
Bar Ampere,"European, Bar Food",4.2,CBD,"16 Russell Place, CBD, Melbourne",CBD,-37.81371554,144.9674012,$30.00 ,European
Hophaus,"European, German",4,"Southgate, Southbank","Southgate, Middle Level, 3 Southgate Avenue, Southbank, Melbourne","Southgate, Southbank",-37.82037197,144.9658053,$60.00 ,European
Swiss Club Restaurant,"European, Swiss",4.1,CBD,"Level 1, 89 Flinders Lane, CBD, Melbourne",CBD,-37.8152666,144.9713276,$50.00 ,European
Boho,"European, Bar Food",4.2,"DFO South Wharf, South Wharf","DFO South Wharf, 35 Dukes Walk, South Wharf, Melbourne","DFO South Wharf, South Wharf",-37.8242254,144.9494894,$40.00 ,European
The Deck Southbank,European,4.2,"Southgate, Southbank","Southgate, Upper Level, 3 Southgate Avenue, Southbank, Melbourne","Southgate, Southbank",-37.82019638,144.9669144,$65.00 ,European
Heartattack and Vine,"Coffee and Tea, Cafe Food, European",4.2,Carlton,"329 Lygon Street, Carlton, Melbourne",Carlton,-37.7976491,144.9673093,$30.00 ,European
European Bier Cafe,"Bar Food, Modern Australian",2.9,CBD,"120 Exhibition Street, CBD, Melbourne",CBD,-37.81296303,144.9711972,$50.00 ,European
Alluvial Restaurant,"Modern Australian, European",3.8,"Intercontinental Melbourne, The Rialto","InterContinental Melbourne - The Rialto, 495 Collins Street, CBD, Melbourne","Intercontinental Melbourne, The Rialto",-37.81882684,144.9581814,$35.00 ,European
Pizza al Taglio Stellini Bar,"Italian, European",4.1,CBD,"198 Little Collins Street, CBD, Melbourne",CBD,-37.81410516,144.9674635,$45.00 ,European
The General Assembly,"European, Modern Australian",3.7,"DFO South Wharf, South Wharf","DFO South Wharf, 29 South Wharf Promenade, South Wharf, Melbourne","DFO South Wharf, South Wharf",-37.8244611,144.9521575,$65.00 ,European
Masani Italian Dining & Terrace,"European, Italian",3.6,Carlton,"313 Drummond Street, Carlton, Melbourne",Carlton,-37.79843806,144.9687088,$60.00 ,European
Royal St. Collins,"European, Desserts, Coffee and Tea",2.9,"St Collins Lane, CBD","St Collins Lane, Ground Level, 260 Collins Street, CBD, Melbourne","St Collins Lane, CBD",-37.81542499,144.9650338,$50.00 ,European
Sassy.x Restaurant & Bar,"European, Asian Fusion",3.8,West Melbourne,"9 Dryburgh Street, West Melbourne, Melbourne",West Melbourne,-37.80686062,144.9426454,$50.00 ,European
Dmarco Espresso Bar,"European, Coffee and Tea, Cafe Food",4.1,Paramount Centre,"Paramount Centre, Ground Level, Shop 11, 108 Little Bourke Street, CBD, Melbourne",Paramount Centre,-37.81139682,144.969501,$17.50 ,European
Omnia Bistro & Bar,European,3.5,South Yarra,"625 Chapel Street, South Yarra VIC",South Yarra,-37.83897778,144.9955593,$80.00 ,European
Capri Cafe & Lounge,"European, Modern Australian, Australian",3.2,"New Quay, Docklands","28 Aquitania Way, Docklands, Melbourne","New Quay, Docklands",-37.81411655,144.9428536,$50.00 ,European
Spencer & Co Wine Bar Provedore,"Bar Food, European, Mediterranean",4,Carlton North,"639 Rathdowne Street, Carlton North, Melbourne",Carlton North,-37.79022331,144.9715955,$40.00 ,European
Domain Brasserie,"European, Cafe Food",2.8,South Yarra,"181 Domain Road, South Yarra, Melbourne",South Yarra,-37.83421926,144.9821483,$40.00 ,European
The Cliveden Bar & Dining,"Mediterranean, European",3.6,Hotel Pullman Melbourne on the Park East Melbourne,"Pullman Mebourne on the Park, 192 Wellington Parade, East Melbourne, Melbourne",Hotel Pullman Melbourne on the Park East Melbourne,-37.81593777,144.9830686,$75.00 ,European
Doc Martin's,"European, Modern Australian",3.8,CBD,"86A Collins Street, CBD, Melbourne",CBD,-37.81415708,144.9707097,$50.00 ,European
Blues Bar & Grill,"European, Tapas, Modern Australian",3.1,Carlton,"701 Swanston Street, Carlton, Melbourne",Carlton,-37.80160465,144.9636079,$55.00 ,European
Hemingway's Wine Room,"European, French",0,East Melbourne,"150 Wellington Parade, East Melbourne, Melbourne",East Melbourne,-37.816107,144.984955,$80.00 ,European
Nick and Nora's,European,0,CBD,"Entrance 11, Benson Walk, 80 Collins Street, CBD, Melbourne",CBD,-37.81369,144.97083,$75.00 ,European
